wos_subject,ds_subject,mag_subject,count
,Physical Sciences,Psychology,2
Multidisciplinary Sciences,Information and Computing Sciences;Mathematical Sciences,Mathematics,2
Audiology & Speech-Language Pathology,,History,2
"Education, Special",,Computer science,2
,Engineering;Medical and Health Sciences,Biology,2
"Agriculture, Dairy & Animal Science",Biological Sciences,,2
,Engineering;Medical and Health Sciences,Psychology,2
Statistics & Probability,Engineering,Computer science,2
Mathematics,Economics,Computer science,2
Cardiac & Cardiovascular Systems,,Biology,2
,,Chemistry; Engineering,2
Biochemistry & Molecular Biology,Biological Sciences;Medical and Health Sciences,,2
Industrial Relations & Labor,,Sociology,2
Optics,Information and Computing Sciences;Mathematical Sciences,Computer science,2
Energy & Fuels,,Economics,2
"Engineering, Industrial",Medical and Health Sciences,Computer science,2
"Engineering, Petroleum",Engineering,,2
"Computer Science, Hardware & Architecture",Information and Computing Sciences;Mathematical Sciences,Mathematics,2
"Engineering, Electrical & Electronic",Information and Computing Sciences;Mathematical Sciences;Technology,Engineering,2
"Computer Science, Interdisciplinary Applications",Information and Computing Sciences,Biology,2
Nuclear Science & Technology,Information and Computing Sciences,Chemistry,2
Education & Educational Research,,Economics,2
"Agriculture, Multidisciplinary",Engineering,Computer science,2
"Dentistry, Oral Surgery & Medicine",Engineering;Information and Computing Sciences,Medicine,2
Endocrinology & Metabolism,,Chemistry,2
"Geosciences, Multidisciplinary",Information and Computing Sciences,Mathematics,2
"Engineering, Electrical & Electronic",Physical Sciences,Geology,2
Theater,,Philosophy,2
"Medicine, Research & Experimental",Mathematical Sciences,Medicine,2
"Computer Science, Artificial Intelligence",Earth Sciences,Mathematics,2
Biotechnology & Applied Microbiology,Engineering;Technology,Engineering,2
Mathematical & Computational Biology,Biological Sciences;Mathematical Sciences,Mathematics,2
Food Science & Technology,Economics,Chemistry,2
Optics,Information and Computing Sciences;Medical and Health Sciences,Computer science,2
Surgery,,Economics,2
Biotechnology & Applied Microbiology,Engineering,Engineering,2
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,,Sociology,2
"Engineering, Mechanical",Engineering,Geography,2
"Physics, Multidisciplinary",Engineering,Mathematics,2
Multidisciplinary Sciences,Engineering;Information and Computing Sciences,Physics,2
"Chemistry, Multidisciplinary",Physical Sciences,Chemistry,2
"Engineering, Electrical & Electronic",Engineering;Information and Computing Sciences;Mathematical Sciences;Technology,Computer science,2
Business,Mathematical Sciences,Computer science,2
"Public, Environmental & Occupational Health",Medical and Health Sciences,Biology,2
Energy & Fuels,Physical Sciences,Engineering,2
"Computer Science, Information Systems",Engineering;Technology,Engineering,2
Pathology,Biological Sciences,Medicine,2
"Geosciences, Multidisciplinary",Engineering;Information and Computing Sciences,Geology,2
Oncology,Mathematical Sciences,Computer science,2
"Education, Scientific Disciplines",Information and Computing Sciences,Geography,2
"Medicine, Legal",,Mathematics,2
Obstetrics & Gynecology,Information and Computing Sciences,Medicine,2
"Literature, British Isles",,Psychology,2
Ecology,,Environmental science,2
Mechanics,Engineering;Information and Computing Sciences,Engineering,2
Urology & Nephrology,Engineering;Physical Sciences,Medicine,2
"Education, Special",,Sociology,2
Multidisciplinary Sciences,Technology,Computer science,2
"Psychology, Educational",,Medicine,2
Green & Sustainable Science & Technology,Mathematical Sciences,Computer science,2
"Engineering, Civil",Engineering;Information and Computing Sciences,Mathematics,2
Transportation,Mathematical Sciences,Mathematics,2
Green & Sustainable Science & Technology,Mathematical Sciences,Engineering,2
"Computer Science, Theory & Methods",Information and Computing Sciences;Mathematical Sciences,Engineering,2
"Engineering, Electrical & Electronic",Information and Computing Sciences;Medical and Health Sciences,Medicine,2
"Computer Science, Interdisciplinary Applications",Earth Sciences;Information and Computing Sciences,Computer science,2
"Computer Science, Interdisciplinary Applications",Information and Computing Sciences;Medical and Health Sciences,Psychology,2
"Computer Science, Artificial Intelligence",Engineering;Mathematical Sciences,Engineering,2
Biochemistry & Molecular Biology,Biological Sciences;Medical and Health Sciences,Medicine,2
"Agriculture, Multidisciplinary",,Business,2
Instruments & Instrumentation,Physical Sciences,Medicine,2
"Engineering, Environmental",Engineering;Mathematical Sciences,Chemistry,2
"Chemistry, Analytical",Engineering,Physics,2
Andrology,Information and Computing Sciences,Medicine,2
Environmental Sciences,Engineering;Information and Computing Sciences,Biology,2
Health Care Sciences & Services,Mathematical Sciences,Medicine,2
Environmental Sciences,,Sociology,2
"Physics, Atomic, Molecular & Chemical",,Chemistry,2
"Chemistry, Multidisciplinary",Information and Computing Sciences,Materials science,2
Oncology,Engineering;Physical Sciences,Medicine,2
Developmental Biology,Medical and Health Sciences,Medicine,2
"Geosciences, Multidisciplinary",Engineering,Environmental science,2
Environmental Sciences,Information and Computing Sciences,Economics,2
"Psychology, Applied",Mathematical Sciences,Computer science,2
Robotics,,Sociology,2
Telecommunications,Engineering;Information and Computing Sciences;Technology,,2
"Physics, Applied",Economics,,2
"Computer Science, Interdisciplinary Applications",,History,2
"Computer Science, Interdisciplinary Applications",Medical and Health Sciences,,2
"Engineering, Electrical & Electronic",Biological Sciences;Information and Computing Sciences,Engineering,2
History & Philosophy Of Science,,Economics,2
Environmental Sciences,Earth Sciences,,2
Biotechnology & Applied Microbiology,Technology,,2
"Materials Science, Coatings & Films",,Materials science,2
Nursing,Information and Computing Sciences,,2
Statistics & Probability,Information and Computing Sciences;Mathematical Sciences,,2
Robotics,Economics,Computer science,2
Music,,Sociology,2
Rehabilitation,Engineering,Computer science,2
Immunology,,Physics,2
Neurosciences,Mathematical Sciences,Engineering,2
Mathematical & Computational Biology,,Materials science,2
Green & Sustainable Science & Technology,,Chemistry,2
Remote Sensing,Physical Sciences,,2
"Computer Science, Hardware & Architecture",Information and Computing Sciences,Political science,2
"Geosciences, Multidisciplinary",Technology,Computer science,2
"Engineering, Biomedical",Engineering,Sociology,2
Construction & Building Technology,,Environmental science,2
Automation & Control Systems,Information and Computing Sciences,Political science,2
Acoustics,Information and Computing Sciences;Technology,Engineering,2
Astronomy & Astrophysics,Physical Sciences,,2
Mathematical & Computational Biology,Information and Computing Sciences,Medicine,2
"Computer Science, Cybernetics",Information and Computing Sciences,Art,2
"Mathematics, Interdisciplinary Applications",Mathematical Sciences,Economics,2
Biochemical Research Methods,,Physics,2
Biotechnology & Applied Microbiology,Engineering,Computer science,2
,Medical and Health Sciences,History,2
Multidisciplinary Sciences,Engineering,Geography,2
"Materials Science, Composites",Engineering,Engineering,2
"Computer Science, Artificial Intelligence",Economics,Materials science,2
,Information and Computing Sciences;Mathematical Sciences;Technology,Engineering,2
Cultural Studies,Information and Computing Sciences,,2
Communication,,Engineering,2
Cardiac & Cardiovascular Systems,Physical Sciences,Medicine,2
"Engineering, Electrical & Electronic",Medical and Health Sciences,Materials science,2
"Psychology, Applied",,Business,2
"Business, Finance",,Engineering,2
,Engineering;Mathematical Sciences;Technology,Engineering,2
"Engineering, Biomedical",Biological Sciences,Engineering,2
Area Studies,,Geography,2
"Education, Scientific Disciplines",Engineering,Computer science,2
Education & Educational Research,Economics,Engineering,2
"Engineering, Multidisciplinary",Mathematical Sciences,Psychology,2
"Geography, Physical",Earth Sciences,,2
Language & Linguistics,,Medicine,2
Architecture,Information and Computing Sciences,Geography,2
Thermodynamics,Engineering;Information and Computing Sciences,Engineering,2
"Physics, Multidisciplinary",Engineering;Information and Computing Sciences,Mathematics,2
Plant Sciences,Engineering,Geography,2
Architecture,Mathematical Sciences,,2
Clinical Neurology,Economics,,2
"Computer Science, Cybernetics",Information and Computing Sciences;Medical and Health Sciences,Medicine,2
Biochemical Research Methods,Medical and Health Sciences,Engineering,2
"Computer Science, Information Systems",Information and Computing Sciences,Geology,2
Fisheries,Biological Sciences,,2
,Biological Sciences;Mathematical Sciences,Mathematics,2
"Geography, Physical",Engineering,Business,2
Economics,Economics;Mathematical Sciences,,2
Medical Laboratory Technology,Engineering,Medicine,2
Biochemistry & Molecular Biology,Mathematical Sciences,Computer science,2
,,Engineering; Psychology,2
Art,Information and Computing Sciences;Medical and Health Sciences,Art,2
,Biological Sciences;Engineering,Engineering,2
,Engineering;Information and Computing Sciences;Technology,Medicine,2
Biochemistry & Molecular Biology,,Mathematics,2
"Engineering, Aerospace",Information and Computing Sciences;Technology,Computer science,2
Logic,Mathematical Sciences,Mathematics,2
Clinical Neurology,Mathematical Sciences,Medicine,2
Language & Linguistics,Biological Sciences,Mathematics,2
Water Resources,Economics,Engineering,2
Biochemical Research Methods,Information and Computing Sciences,Medicine,2
"Engineering, Environmental",Engineering;Information and Computing Sciences,Materials science,2
Surgery,Physical Sciences,Medicine,2
Ophthalmology,Engineering,Medicine,2
Forestry,,Economics,2
Medieval & Renaissance Studies,,Philosophy,2
"Computer Science, Hardware & Architecture",Information and Computing Sciences,Physics,2
Biophysics,,Mathematics,2
"Education, Scientific Disciplines",,Materials science,2
Pharmacology & Pharmacy,Technology,Medicine,2
"Geography, Physical",Information and Computing Sciences;Mathematical Sciences,Geography,2
Biochemical Research Methods,Biological Sciences;Information and Computing Sciences,Chemistry,2
Health Policy & Services,Economics,Economics,2
"Engineering, Industrial",Engineering;Information and Computing Sciences,Mathematics,2
"Computer Science, Information Systems",Engineering;Information and Computing Sciences;Physical Sciences,Computer science,2
"Computer Science, Interdisciplinary Applications",Earth Sciences,Mathematics,2
"Dentistry, Oral Surgery & Medicine",,Mathematics,2
Environmental Studies,Information and Computing Sciences,Psychology,2
Dermatology,,Chemistry,2
Agricultural Engineering,Engineering;Information and Computing Sciences,Environmental science,2
Robotics,Engineering,Psychology,2
"Computer Science, Artificial Intelligence",Engineering;Information and Computing Sciences;Mathematical Sciences,Engineering,2
Quantum Science & Technology,Information and Computing Sciences,Physics,2
Automation & Control Systems,Engineering;Information and Computing Sciences;Physical Sciences,Computer science,2
Ecology,Engineering,Geography,2
Audiology & Speech-Language Pathology,Medical and Health Sciences,Medicine,2
Instruments & Instrumentation,Biological Sciences;Engineering;Physical Sciences,Mathematics,2
Behavioral Sciences,Mathematical Sciences,Computer science,2
Ecology,Information and Computing Sciences,Mathematics,2
Multidisciplinary Sciences,Biological Sciences;Physical Sciences,History,2
Cell & Tissue Engineering,Technology,Biology,2
"Hospitality, Leisure, Sport & Tourism",,Business,2
"Engineering, Ocean",,Geography,2
"Chemistry, Physical",Biological Sciences;Information and Computing Sciences,Chemistry,2
Transportation Science & Technology,Engineering,Mathematics,2
Biology,Economics,Mathematics,2
"Computer Science, Artificial Intelligence",Earth Sciences;Information and Computing Sciences,Computer science,2
Plant Sciences,Medical and Health Sciences,Medicine,2
Biology,Biological Sciences,Computer science,2
"Psychology, Biological",Information and Computing Sciences,Computer science,2
Agronomy,,Geology,2
Biology,,Physics,2
Rehabilitation,Engineering,Medicine,2
"Computer Science, Interdisciplinary Applications",,Geology,2
Green & Sustainable Science & Technology,Engineering,Mathematics,2
"Computer Science, Artificial Intelligence",Mathematical Sciences;Medical and Health Sciences,Computer science,2
"Public, Environmental & Occupational Health",Information and Computing Sciences,Medicine,2
Instruments & Instrumentation,Information and Computing Sciences;Physical Sciences,,2
Plant Sciences,Information and Computing Sciences,,2
Development Studies,Information and Computing Sciences,Economics,2
Optics,Information and Computing Sciences;Mathematical Sciences,,2
"Engineering, Multidisciplinary",Engineering,Medicine,2
"Physics, Multidisciplinary",,Biology,2
"Education, Scientific Disciplines",Biological Sciences,,2
"Materials Science, Multidisciplinary",Mathematical Sciences,,2
Genetics & Heredity,Information and Computing Sciences,,2
Geochemistry & Geophysics,,Engineering,2
"Computer Science, Theory & Methods",Engineering;Information and Computing Sciences,Geology,2
,Mathematical Sciences;Medical and Health Sciences,Biology,2
,Economics,History,2
"Computer Science, Software Engineering",Economics,,2
Biodiversity Conservation,Information and Computing Sciences,Biology,2
Agricultural Engineering,Economics,Economics,2
"Medicine, Research & Experimental",Biological Sciences;Medical and Health Sciences,,2
Automation & Control Systems,Mathematical Sciences,Environmental science,2
Acoustics,,Geography,2
"Computer Science, Information Systems",Mathematical Sciences,Medicine,2
,Engineering;Medical and Health Sciences,Materials science,2
Biophysics,Mathematical Sciences,Engineering,2
"Social Sciences, Mathematical Methods",Economics;Mathematical Sciences,Mathematics,2
"Engineering, Electrical & Electronic",Engineering;Medical and Health Sciences,Computer science,2
Language & Linguistics,Mathematical Sciences,Psychology,2
"Engineering, Multidisciplinary",Economics,Computer science,2
Biophysics,Technology,Computer science,2
Green & Sustainable Science & Technology,Engineering;Information and Computing Sciences,Computer science,2
Language & Linguistics,Information and Computing Sciences,Psychology,2
"Computer Science, Information Systems",,History,2
"Social Sciences, Biomedical",,,2
Public Administration,,Medicine,2
Primary Health Care,Medical and Health Sciences,,2
"Engineering, Mechanical",Biological Sciences,,2
,Engineering;Physical Sciences;Technology,Mathematics,2
Operations Research & Management Science,,Business,2
Dermatology,Physical Sciences,,2
,,Chemistry; Materials science,2
Cultural Studies,Information and Computing Sciences,Computer science,2
"Engineering, Multidisciplinary",Economics,Engineering,2
"Computer Science, Artificial Intelligence",Information and Computing Sciences;Mathematical Sciences;Technology,Computer science,2
"Computer Science, Hardware & Architecture",Engineering;Information and Computing Sciences;Technology,,2
"Radiology, Nuclear Medicine & Medical Imaging",Information and Computing Sciences;Physical Sciences,,2
Energy & Fuels,Technology,,2
Geochemistry & Geophysics,Earth Sciences,Engineering,2
Mathematical & Computational Biology,Technology,Engineering,2
Clinical Neurology,,Mathematics,2
Medieval & Renaissance Studies,,Psychology,2
Robotics,,Geography,2
,Information and Computing Sciences,Engineering; Physics,2
"Engineering, Civil",,Physics,2
"Film, Radio, Television",,History,2
"Geography, Physical",Information and Computing Sciences,Geology,2
"Engineering, Environmental",Information and Computing Sciences,Materials science,2
"Computer Science, Software Engineering",,Business,2
"Engineering, Mechanical",Mathematical Sciences,Physics,2
Mathematics,Information and Computing Sciences;Mathematical Sciences,Mathematics,2
Energy & Fuels,Economics,,2
"Geography, Physical",Economics,Computer science,2
"Engineering, Electrical & Electronic",Earth Sciences;Engineering;Information and Computing Sciences,Computer science,2
Robotics,Information and Computing Sciences;Medical and Health Sciences,Medicine,2
,Information and Computing Sciences;Mathematical Sciences,Economics,2
"Computer Science, Information Systems",Information and Computing Sciences;Medical and Health Sciences,,2
,Biological Sciences;Mathematical Sciences,Medicine,2
Nuclear Science & Technology,,Mathematics,2
Agronomy,Biological Sciences,Chemistry,2
"Physics, Condensed Matter",,,2
Robotics,Information and Computing Sciences;Technology,,2
,Engineering;Physical Sciences,Biology,2
,Physical Sciences,Economics,2
Meteorology & Atmospheric Sciences,,Mathematics,2
Language & Linguistics,Economics,Computer science,2
Management,Engineering,Mathematics,2
Agronomy,Engineering,Chemistry,2
"Computer Science, Information Systems",Biological Sciences,Medicine,2
"Computer Science, Interdisciplinary Applications",Engineering,Geology,2
"Engineering, Aerospace",Physical Sciences,Engineering,2
"Computer Science, Information Systems",Engineering,Physics,2
Horticulture,Biological Sciences,Biology,2
"Computer Science, Information Systems",Economics,Engineering,2
Geochemistry & Geophysics,Engineering;Information and Computing Sciences,,2
"Computer Science, Theory & Methods",Engineering,Geology,2
Agricultural Economics & Policy,Economics,Psychology,2
Archaeology,Engineering,Geology,2
Robotics,Medical and Health Sciences,Psychology,2
Gastroenterology & Hepatology,Information and Computing Sciences,Biology,2
Acoustics,Mathematical Sciences,Engineering,2
Pharmacology & Pharmacy,Mathematical Sciences,Mathematics,2
"Medicine, Legal",Mathematical Sciences,Engineering,2
"Psychology, Multidisciplinary",Mathematical Sciences,Psychology,2
International Relations,Information and Computing Sciences,Sociology,2
Anthropology,,Philosophy,2
Multidisciplinary Sciences,Biological Sciences,Chemistry,2
Mechanics,Mathematical Sciences;Physical Sciences,Mathematics,2
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,Engineering,Environmental science,2
Automation & Control Systems,Information and Computing Sciences;Mathematical Sciences,Materials science,2
Multidisciplinary Sciences,Information and Computing Sciences;Mathematical Sciences,Biology,2
Green & Sustainable Science & Technology,,Business,2
Neurosciences,Biological Sciences;Medical and Health Sciences,Psychology,2
"Physics, Multidisciplinary",Medical and Health Sciences,Physics,2
Ecology,,Sociology,2
Neuroimaging,Medical and Health Sciences,Biology,2
Anatomy & Morphology,Engineering,Medicine,2
Multidisciplinary Sciences,Economics,Physics,2
Genetics & Heredity,Biological Sciences;Medical and Health Sciences,Medicine,2
Water Resources,Mathematical Sciences,Computer science,2
Multidisciplinary Sciences,Information and Computing Sciences;Physical Sciences,Physics,2
Sociology,Information and Computing Sciences,Engineering,2
Regional & Urban Planning,,Engineering,2
"Medicine, General & Internal",Biological Sciences,Biology,2
Environmental Studies,,Geology,2
Geography,Economics,Economics,2
Ergonomics,,Medicine,2
Endocrinology & Metabolism,Biological Sciences;Medical and Health Sciences,Biology,2
"Medicine, General & Internal",Biological Sciences;Medical and Health Sciences,Medicine,2
Environmental Sciences,Mathematical Sciences,Medicine,2
Otorhinolaryngology,Information and Computing Sciences,Medicine,2
"Engineering, Geological",Earth Sciences,Geology,2
"Engineering, Industrial",,Political science,2
Multidisciplinary Sciences,Biological Sciences;Information and Computing Sciences,Computer science,2
"Chemistry, Multidisciplinary",Medical and Health Sciences,Chemistry,2
Imaging Science & Photographic Technology,,Psychology,2
Multidisciplinary Sciences,Information and Computing Sciences;Medical and Health Sciences,,2
"Humanities, Multidisciplinary",Information and Computing Sciences,Engineering,2
Biophysics,Economics,Computer science,2
,Biological Sciences;Engineering,Computer science,2
"Engineering, Electrical & Electronic",Information and Computing Sciences,Sociology,2
"Engineering, Environmental",Engineering;Information and Computing Sciences,,2
"Social Sciences, Interdisciplinary",,Medicine,2
"Radiology, Nuclear Medicine & Medical Imaging",,Geology,2
Energy & Fuels,,Business,2
,Engineering;Physical Sciences;Technology,Computer science,2
"Psychology, Educational",Information and Computing Sciences,,2
Business,Mathematical Sciences,,2
Sport Sciences,Information and Computing Sciences,Computer science,2
Green & Sustainable Science & Technology,Mathematical Sciences,,2
Electrochemistry,Information and Computing Sciences,,2
Medical Informatics,Mathematical Sciences,,2
Biophysics,Biological Sciences,Computer science,2
Asian Studies,,Art,2
"Engineering, Ocean",Engineering,Materials science,2
,Economics;Mathematical Sciences,Business,2
"Geosciences, Multidisciplinary",Earth Sciences,,2
Geography,,Engineering,2
"Engineering, Manufacturing",Physical Sciences,Materials science,2
Automation & Control Systems,Physical Sciences,Materials science,2
Art,Information and Computing Sciences,,2
Energy & Fuels,,Medicine,2
"Computer Science, Interdisciplinary Applications",Engineering,Chemistry,2
Acoustics,,Art,2
Sociology,,History,2
Law,,Engineering,2
"Literature, American",,Philosophy,2
"Engineering, Electrical & Electronic",Information and Computing Sciences;Medical and Health Sciences;Physical Sciences,Computer science,2
Ophthalmology,,Chemistry,2
Automation & Control Systems,Information and Computing Sciences;Physical Sciences,Computer science,2
"Engineering, Manufacturing",Information and Computing Sciences,Psychology,2
"Computer Science, Information Systems",Information and Computing Sciences;Mathematical Sciences,Engineering,2
"Computer Science, Software Engineering",Engineering;Information and Computing Sciences,,2
Health Care Sciences & Services,Medical and Health Sciences,Engineering,2
Metallurgy & Metallurgical Engineering,Mathematical Sciences,Engineering,2
Microscopy,,Engineering,2
Food Science & Technology,,Environmental science,2
"Mathematics, Applied",,Philosophy,2
"Engineering, Industrial",Biological Sciences,,2
"Computer Science, Cybernetics",Engineering;Information and Computing Sciences,,2
,Information and Computing Sciences;Medical and Health Sciences,Physics,2
"Chemistry, Physical",Medical and Health Sciences,Materials science,2
Pharmacology & Pharmacy,Biological Sciences,Chemistry,2
"Social Sciences, Interdisciplinary",Mathematical Sciences,,2
"Engineering, Mechanical",Economics,Materials science,2
"Chemistry, Applied",,Biology,2
"Agriculture, Multidisciplinary",Mathematical Sciences,Computer science,2
Automation & Control Systems,Medical and Health Sciences,Psychology,2
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,Engineering,Geology,2
"Engineering, Electrical & Electronic",Engineering;Information and Computing Sciences;Medical and Health Sciences,Engineering,2
Criminology & Penology,Engineering,Computer science,2
Pharmacology & Pharmacy,Information and Computing Sciences,Engineering,2
Environmental Sciences,Biological Sciences,Geography,2
Neurosciences,Biological Sciences,Medicine,2
"Computer Science, Theory & Methods",Information and Computing Sciences;Physical Sciences,Computer science,2
Thermodynamics,Information and Computing Sciences,Computer science,2
Sport Sciences,Engineering,Medicine,2
Robotics,Biological Sciences;Information and Computing Sciences,Computer science,2
Water Resources,Mathematical Sciences,Engineering,2
"Physics, Fluids & Plasmas",Engineering;Physical Sciences,Physics,2
Multidisciplinary Sciences,,Business,2
Instruments & Instrumentation,Engineering;Physical Sciences;Technology,Computer science,2
Remote Sensing,,Environmental science,2
Multidisciplinary Sciences,Biological Sciences,Mathematics,2
"Social Sciences, Interdisciplinary",Information and Computing Sciences,Sociology,2
"Materials Science, Multidisciplinary",Information and Computing Sciences,Geography,2
Infectious Diseases,Biological Sciences,Biology,2
Food Science & Technology,Engineering;Technology,Medicine,2
"Chemistry, Physical",Physical Sciences,Mathematics,2
Instruments & Instrumentation,Engineering;Information and Computing Sciences,Mathematics,2
Urban Studies,,Geography,2
Instruments & Instrumentation,Information and Computing Sciences,Medicine,2
"Materials Science, Multidisciplinary",Physical Sciences,Physics,2
Surgery,Engineering,Computer science,2
"Engineering, Ocean",Earth Sciences;Engineering,Mathematics,2
Transportation,Mathematical Sciences,Economics,2
Nutrition & Dietetics,Information and Computing Sciences,Medicine,2
Developmental Biology,Biological Sciences;Medical and Health Sciences,Biology,2
Ethics,Medical and Health Sciences,Medicine,2
Gastroenterology & Hepatology,Medical and Health Sciences,Biology,2
Neurosciences,Information and Computing Sciences;Medical and Health Sciences,Biology,2
"Computer Science, Information Systems",Engineering,Medicine,2
Plant Sciences,Medical and Health Sciences,Biology,2
Multidisciplinary Sciences,Information and Computing Sciences,Geology,2
Pathology,Information and Computing Sciences,Biology,2
"Chemistry, Physical",Engineering;Technology,Materials science,2
Endocrinology & Metabolism,Medical and Health Sciences,Psychology,2
Multidisciplinary Sciences,Medical and Health Sciences,Geography,2
Automation & Control Systems,Economics,Business,2
"Social Sciences, Mathematical Methods",Economics,Computer science,2
"Computer Science, Theory & Methods",Medical and Health Sciences,Biology,2
"Engineering, Industrial",Medical and Health Sciences,Medicine,2
Music,,Art,2
,,Biology; Chemistry,2
"Engineering, Multidisciplinary",Engineering;Information and Computing Sciences,Medicine,2
Political Science,Information and Computing Sciences,Sociology,2
History & Philosophy Of Science,Mathematical Sciences,Mathematics,2
Cell Biology,Information and Computing Sciences,Medicine,2
Biodiversity Conservation,,Engineering,2
Medical Laboratory Technology,Biological Sciences,,2
"Computer Science, Cybernetics",Information and Computing Sciences,Sociology,2
"Agriculture, Dairy & Animal Science",Engineering,,2
"Literature, British Isles",,Sociology,2
,Engineering;Mathematical Sciences,Biology,2
Evolutionary Biology,,,2
Business,Mathematical Sciences,Mathematics,2
"Computer Science, Theory & Methods",Engineering;Information and Computing Sciences,Medicine,2
"Computer Science, Information Systems",Information and Computing Sciences;Medical and Health Sciences,Medicine,2
"Chemistry, Physical",,Engineering,2
Quantum Science & Technology,,,2
,Earth Sciences;Physical Sciences,Physics,2
"Materials Science, Composites",Mathematical Sciences,Mathematics,2
"Materials Science, Composites",Information and Computing Sciences,Computer science,2
"Materials Science, Composites",Information and Computing Sciences,Materials science,2
"Computer Science, Theory & Methods",Physical Sciences,Mathematics,2
Paleontology,,Biology,2
"Engineering, Petroleum",,Engineering,2
,,Computer science; Political science,2
Spectroscopy,Biological Sciences;Engineering,,2
Transportation Science & Technology,Engineering;Information and Computing Sciences,,2
Dermatology,Engineering,,2
,Information and Computing Sciences;Mathematical Sciences;Physical Sciences,Computer science,2
"Materials Science, Characterization & Testing",,Geography,2
"Computer Science, Information Systems",Physical Sciences,Medicine,2
Mechanics,Engineering;Mathematical Sciences,,2
,Economics;Information and Computing Sciences,Mathematics,2
"Engineering, Environmental",Mathematical Sciences,Materials science,2
"Engineering, Biomedical",,Business,2
,Engineering;Information and Computing Sciences,Business,2
"Physics, Condensed Matter",Physical Sciences,Chemistry,2
Medical Informatics,Engineering,,2
Urology & Nephrology,Engineering,,2
"Computer Science, Software Engineering",Information and Computing Sciences;Mathematical Sciences,Engineering,2
"Chemistry, Applied",Medical and Health Sciences,Chemistry,2
Economics,Information and Computing Sciences,Mathematics,2
Geography,Information and Computing Sciences,Geography,2
Ethics,Information and Computing Sciences,Psychology,2
Mathematical & Computational Biology,Information and Computing Sciences;Medical and Health Sciences,Computer science,2
"Medicine, General & Internal",,Chemistry,2
"Social Sciences, Mathematical Methods",Economics,Mathematics,2
"Engineering, Electrical & Electronic",Engineering;Information and Computing Sciences,Materials science,2
Rehabilitation,Information and Computing Sciences,Medicine,2
Philosophy,Mathematical Sciences,Mathematics,2
Mathematical & Computational Biology,Information and Computing Sciences,Psychology,2
"Computer Science, Software Engineering",Medical and Health Sciences,,2
"Engineering, Electrical & Electronic",Engineering;Physical Sciences,Materials science,2
"Materials Science, Textiles",Engineering;Technology,Computer science,2
Clinical Neurology,Engineering;Physical Sciences,Medicine,2
"Engineering, Biomedical",Information and Computing Sciences;Technology,Engineering,2
"Computer Science, Artificial Intelligence",Economics,Geography,2
Medical Ethics,,Medicine,2
"Education, Special",,Mathematics,2
"Engineering, Manufacturing",Economics,Mathematics,2
Health Policy & Services,Information and Computing Sciences,Medicine,2
"Mathematics, Interdisciplinary Applications",,Sociology,2
Anthropology,,Engineering,2
"Physics, Fluids & Plasmas",Engineering,Physics,2
Acoustics,Engineering;Information and Computing Sciences,Physics,2
Endocrinology & Metabolism,Information and Computing Sciences,Medicine,2
Business,Engineering;Information and Computing Sciences,Computer science,2
Environmental Sciences,Mathematical Sciences,Economics,2
"Public, Environmental & Occupational Health",Information and Computing Sciences;Mathematical Sciences,Engineering,2
Environmental Studies,,Business,2
"Engineering, Aerospace",Engineering,Geography,2
"Computer Science, Interdisciplinary Applications",Mathematical Sciences,Economics,2
"Engineering, Electrical & Electronic",Engineering,Economics,2
Multidisciplinary Sciences,Mathematical Sciences,Geography,2
"Chemistry, Multidisciplinary",Biological Sciences,Engineering,2
"Mathematics, Applied",Mathematical Sciences;Physical Sciences,Computer science,2
"Engineering, Biomedical",Physical Sciences,Materials science,2
Management,Information and Computing Sciences;Mathematical Sciences,,2
Astronomy & Astrophysics,,Environmental science,2
Horticulture,,Mathematics,2
"Humanities, Multidisciplinary",Engineering,Computer science,2
,,Computer science; Psychology,2
"Engineering, Multidisciplinary",Physical Sciences,Materials science,2
"Computer Science, Artificial Intelligence",Medical and Health Sciences,Biology,2
Geography,Mathematical Sciences,,2
Biochemical Research Methods,Biological Sciences;Information and Computing Sciences,,2
Genetics & Heredity,Medical and Health Sciences,,2
Operations Research & Management Science,Engineering,Engineering,2
"Computer Science, Hardware & Architecture",,Art,2
"Engineering, Civil",,Business,2
Area Studies,,Psychology,2
"Medicine, General & Internal",,Engineering,2
"Engineering, Mechanical",Technology,,2
"Mathematics, Applied",Economics,Computer science,2
"Geosciences, Multidisciplinary",Biological Sciences,Computer science,2
Acoustics,Engineering,Geography,2
"Engineering, Multidisciplinary",Mathematical Sciences,Medicine,2
Mathematical & Computational Biology,Biological Sciences;Mathematical Sciences,,2
,Information and Computing Sciences;Mathematical Sciences,Materials science,2
"Physics, Applied",Physical Sciences,Physics,2
"Computer Science, Theory & Methods",Mathematical Sciences,Materials science,2
,Engineering;Information and Computing Sciences;Physical Sciences,Engineering,2
Automation & Control Systems,,Geology,2
"Computer Science, Interdisciplinary Applications",Economics,Engineering,2
,Medical and Health Sciences,Philosophy,2
Critical Care Medicine,Information and Computing Sciences,,2
,Medical and Health Sciences,Geology,2
Law,,Art,2
Imaging Science & Photographic Technology,Engineering,,2
"Engineering, Electrical & Electronic",Economics,Economics,2
