wos_subject,ds_subject,mag_subject,count
"Engineering, Aerospace",Information and Computing Sciences,Physics,2
Imaging Science & Photographic Technology,Medical and Health Sciences,Computer science,2
Water Resources,,Chemistry,2
Economics,Economics,Geography,2
Food Science & Technology,Engineering,Economics,2
Cell Biology,Medical and Health Sciences,Chemistry,2
Operations Research & Management Science,,Engineering,2
Environmental Sciences,Economics,Medicine,2
"Engineering, Civil",Economics;Engineering,Computer science,2
Biotechnology & Applied Microbiology,Biological Sciences,Computer science,2
Microscopy,Biological Sciences,Chemistry,2
Audiology & Speech-Language Pathology,,Medicine,2
"Chemistry, Applied",,Geography,2
Microbiology,Biological Sciences,Chemistry,2
Environmental Studies,Information and Computing Sciences,Economics,2
Developmental Biology,Medical and Health Sciences,Psychology,2
Astronomy & Astrophysics,Engineering,Geology,2
Biochemical Research Methods,Technology,Biology,2
"Public, Environmental & Occupational Health",Mathematical Sciences,Mathematics,2
"Physics, Particles & Fields",Physical Sciences,Physics,2
Green & Sustainable Science & Technology,,Psychology,2
Pathology,Information and Computing Sciences,Medicine,2
Multidisciplinary Sciences,Information and Computing Sciences;Physical Sciences,Biology,2
"Materials Science, Multidisciplinary",Engineering,Mathematics,2
,,Engineering; Geology,2
"Computer Science, Hardware & Architecture",Information and Computing Sciences,Business,2
Medical Laboratory Technology,Biological Sciences,,2
"Engineering, Electrical & Electronic",Medical and Health Sciences,Medicine,2
History & Philosophy Of Science,,Computer science,2
Optics,Mathematical Sciences,,2
Architecture,Engineering,,2
"Physics, Atomic, Molecular & Chemical",,Physics,2
Thermodynamics,,Materials science,2
"Psychology, Clinical",,Computer science,2
Architecture,,Sociology,2
Water Resources,,Economics,2
Cell Biology,Medical and Health Sciences;Physical Sciences,,2
Reproductive Biology,Biological Sciences,,2
Ophthalmology,Engineering,,2
Thermodynamics,,Mathematics,2
"Computer Science, Interdisciplinary Applications",Engineering,Business,2
Pharmacology & Pharmacy,Information and Computing Sciences,Chemistry,2
Energy & Fuels,Mathematical Sciences,Environmental science,2
"Materials Science, Multidisciplinary",Biological Sciences,,2
Environmental Sciences,Economics,Business,2
Classics,,History,2
Environmental Sciences,,Psychology,2
Telecommunications,Engineering;Technology,Mathematics,2
"Computer Science, Interdisciplinary Applications",Medical and Health Sciences,Engineering,2
Biochemical Research Methods,Physical Sciences,Biology,2
Biochemical Research Methods,Biological Sciences,Medicine,2
"Computer Science, Information Systems",Information and Computing Sciences;Mathematical Sciences;Technology,Computer science,2
Veterinary Sciences,Information and Computing Sciences,Biology,2
"Mathematics, Applied",Economics;Mathematical Sciences,Mathematics,2
"Medicine, Research & Experimental",,Psychology,2
"Mathematics, Applied",Mathematical Sciences,Physics,2
Geography,Engineering;Information and Computing Sciences,Computer science,2
Information Science & Library Science,Economics,Engineering,2
Geography,Engineering,Mathematics,2
"Chemistry, Multidisciplinary",Biological Sciences,Materials science,2
"Physics, Particles & Fields",Mathematical Sciences,Physics,2
"Hospitality, Leisure, Sport & Tourism",Information and Computing Sciences,Business,2
"Chemistry, Multidisciplinary",Information and Computing Sciences;Physical Sciences,Materials science,2
Multidisciplinary Sciences,Biological Sciences,Psychology,2
"Materials Science, Multidisciplinary",Engineering;Physical Sciences,,2
,Physical Sciences,Environmental science,2
Statistics & Probability,,Medicine,2
"Engineering, Civil",Information and Computing Sciences,Materials science,2
"Business, Finance",Mathematical Sciences,Computer science,2
Automation & Control Systems,Information and Computing Sciences;Mathematical Sciences;Technology,,2
Agronomy,Information and Computing Sciences,,2
"Mathematics, Applied",,Geology,2
Automation & Control Systems,,Geography,2
Nanoscience & Nanotechnology,Physical Sciences,Physics,2
"Medicine, Legal",Mathematical Sciences,Computer science,2
"Materials Science, Multidisciplinary",Mathematical Sciences,Engineering,2
Remote Sensing,Engineering;Information and Computing Sciences,Engineering,2
"Chemistry, Applied",Information and Computing Sciences,,2
Energy & Fuels,Technology,,2
"Computer Science, Information Systems",,Political science,2
"Computer Science, Theory & Methods",Earth Sciences,Environmental science,2
"Engineering, Electrical & Electronic",Mathematical Sciences,Materials science,2
Neurosciences,Information and Computing Sciences,Medicine,2
Geochemistry & Geophysics,Information and Computing Sciences,Geography,2
"Materials Science, Characterization & Testing",Engineering,Mathematics,2
Business,Information and Computing Sciences,Mathematics,2
Acoustics,Engineering;Information and Computing Sciences;Mathematical Sciences,Computer science,2
Geochemistry & Geophysics,,Geography,2
Biophysics,Information and Computing Sciences,Engineering,2
"Materials Science, Multidisciplinary",Engineering;Information and Computing Sciences,Materials science,2
"Computer Science, Information Systems",Engineering;Information and Computing Sciences;Mathematical Sciences,Computer science,2
Food Science & Technology,Information and Computing Sciences,Chemistry,2
Health Care Sciences & Services,Information and Computing Sciences,Psychology,2
,Mathematical Sciences;Physical Sciences,Physics,2
Quantum Science & Technology,,,2
Ornithology,Biological Sciences,,2
,Mathematical Sciences;Technology,,2
Biotechnology & Applied Microbiology,Technology,,2
Area Studies,,Geography,2
,Information and Computing Sciences;Mathematical Sciences,Economics,2
"Mathematics, Applied",Medical and Health Sciences,Mathematics,2
"Engineering, Mechanical",Physical Sciences,Engineering,2
,Technology,Geography,2
History & Philosophy Of Science,,Mathematics,2
"Computer Science, Theory & Methods",Earth Sciences,Computer science,2
,Economics,Geology,2
Optics,,Psychology,2
Archaeology,,Sociology,2
Health Care Sciences & Services,Information and Computing Sciences,Engineering,2
"Computer Science, Interdisciplinary Applications",Economics,,2
"Hospitality, Leisure, Sport & Tourism",,Business,2
"Geography, Physical",Information and Computing Sciences,Environmental science,2
Metallurgy & Metallurgical Engineering,Mathematical Sciences,Engineering,2
"Engineering, Mechanical",Engineering;Mathematical Sciences,Materials science,2
"Engineering, Industrial",Engineering;Information and Computing Sciences,Computer science,2
Pathology,,Chemistry,2
"Public, Environmental & Occupational Health",,Mathematics,2
Mathematical & Computational Biology,Biological Sciences,Mathematics,2
"Geosciences, Multidisciplinary",Information and Computing Sciences,Geography,2
"Chemistry, Medicinal",Biological Sciences,Biology,2
Economics,Economics,Computer science,2
"Computer Science, Theory & Methods",Biological Sciences,Engineering,2
Mechanics,Physical Sciences,Mathematics,2
Immunology,Biological Sciences,Medicine,2
Biochemical Research Methods,Biological Sciences;Information and Computing Sciences;Mathematical Sciences,Computer science,2
Meteorology & Atmospheric Sciences,Earth Sciences,Chemistry,2
Biology,Engineering,Materials science,2
"Computer Science, Artificial Intelligence",Mathematical Sciences;Medical and Health Sciences,Computer science,2
"Engineering, Manufacturing",Engineering,Chemistry,2
"Chemistry, Physical",Engineering,Computer science,2
Biotechnology & Applied Microbiology,,Engineering,2
"Computer Science, Theory & Methods",Technology,Mathematics,2
Mechanics,Engineering,Computer science,2
"Computer Science, Hardware & Architecture",Biological Sciences,Computer science,2
"Engineering, Manufacturing",Engineering,Physics,2
Multidisciplinary Sciences,,Sociology,2
Meteorology & Atmospheric Sciences,Mathematical Sciences,Mathematics,2
Communication,Information and Computing Sciences,Computer science,2
"Chemistry, Multidisciplinary",,Chemistry; Mathematics,1
,Engineering;Technology,Chemistry,1
Cardiac & Cardiovascular Systems,Medical and Health Sciences,,1
"Engineering, Electrical & Electronic",Engineering;Mathematical Sciences,,1
Developmental Biology,Medical and Health Sciences,,1
Construction & Building Technology,Engineering;Information and Computing Sciences,Engineering,1
,,History; Psychology,1
Microbiology,Information and Computing Sciences,,1
Automation & Control Systems,Information and Computing Sciences;Technology,Materials science,1
"Engineering, Manufacturing",Economics,,1
Optics,,Business,1
,Economics;Information and Computing Sciences,Political science,1
,Information and Computing Sciences;Technology,Materials science,1
Immunology,Biological Sciences,,1
"Mathematics, Applied",Information and Computing Sciences;Mathematical Sciences;Physical Sciences,Computer science,1
,,Biology; Psychology,1
Crystallography,Information and Computing Sciences,Computer science,1
Horticulture,Biological Sciences,,1
Green & Sustainable Science & Technology,Engineering,Materials science,1
Archaeology,Physical Sciences,Geology,1
Physiology,Biological Sciences,,1
Transportation Science & Technology,Technology,Computer science,1
Biochemical Research Methods,Mathematical Sciences,Biology; Mathematics,1
Mathematics,Engineering,Materials science,1
Clinical Neurology,Biological Sciences;Medical and Health Sciences,,1
Medical Informatics,Mathematical Sciences,Medicine,1
Environmental Sciences,Information and Computing Sciences,Environmental science,1
"Engineering, Electrical & Electronic",Information and Computing Sciences;Physical Sciences,,1
Forestry,,Engineering,1
Biophysics,Information and Computing Sciences,Mathematics,1
,Economics;Information and Computing Sciences;Mathematical Sciences,Economics,1
Optics,Biological Sciences,,1
"Computer Science, Cybernetics",Economics,Computer science,1
"Computer Science, Theory & Methods",Biological Sciences,Environmental science,1
Emergency Medicine,Engineering,Medicine,1
"Computer Science, Information Systems",Biological Sciences;Mathematical Sciences,Computer science,1
Economics,Information and Computing Sciences,Engineering,1
,Medical and Health Sciences;Physical Sciences,Medicine,1
Telecommunications,Mathematical Sciences,Mathematics,1
Energy & Fuels,Mathematical Sciences,Materials science,1
"Geography, Physical",Engineering;Information and Computing Sciences,Engineering,1
"Computer Science, Hardware & Architecture",,Geography,1
,Medical and Health Sciences,Geography,1
Mechanics,Technology,,1
Mathematics,Information and Computing Sciences;Mathematical Sciences,Mathematics,1
Thermodynamics,Physical Sciences,Materials science,1
Green & Sustainable Science & Technology,,Environmental science,1
Architecture,,Business,1
Acoustics,Engineering;Information and Computing Sciences,Engineering,1
Multidisciplinary Sciences,Economics;Mathematical Sciences,,1
"Engineering, Electrical & Electronic",Biological Sciences,Environmental science,1
Biochemical Research Methods,Medical and Health Sciences,,1
Folklore,,,1
Nanoscience & Nanotechnology,Information and Computing Sciences;Mathematical Sciences,Materials science,1
"Engineering, Industrial",Technology,Computer science,1
,Earth Sciences,Sociology,1
"Engineering, Geological",Engineering,Computer science,1
"Computer Science, Artificial Intelligence",,Geology,1
"Materials Science, Multidisciplinary",Information and Computing Sciences,Biology,1
"Physics, Multidisciplinary",Physical Sciences,Chemistry,1
Oncology,Engineering;Medical and Health Sciences,Computer science,1
"Materials Science, Paper & Wood",Information and Computing Sciences,Engineering,1
Green & Sustainable Science & Technology,Mathematical Sciences,Physics,1
"Psychology, Multidisciplinary",Information and Computing Sciences,,1
"Engineering, Mechanical",Information and Computing Sciences,Biology,1
,Engineering;Mathematical Sciences,Geology,1
Astronomy & Astrophysics,Technology,Computer science,1
"Engineering, Civil",Earth Sciences;Engineering,Mathematics,1
Environmental Sciences,Engineering;Information and Computing Sciences,Biology,1
Anatomy & Morphology,Engineering,,1
"Materials Science, Textiles",,Computer science,1
"Radiology, Nuclear Medicine & Medical Imaging",Information and Computing Sciences;Physical Sciences,Computer science,1
Instruments & Instrumentation,Engineering;Physical Sciences;Technology,Computer science,1
,Information and Computing Sciences;Mathematical Sciences;Physical Sciences,Mathematics,1
,Information and Computing Sciences;Technology,Biology,1
Industrial Relations & Labor,,Sociology,1
Thermodynamics,Engineering,Geology,1
"Engineering, Environmental",Economics,,1
Construction & Building Technology,Information and Computing Sciences,,1
Criminology & Penology,,Geography,1
"Engineering, Aerospace",Engineering;Information and Computing Sciences;Technology,Engineering,1
Religion,,Art,1
"Computer Science, Theory & Methods",,Chemistry,1
"Computer Science, Hardware & Architecture",Medical and Health Sciences,,1
Business,Engineering,,1
Asian Studies,,Sociology,1
Energy & Fuels,Engineering,Business,1
"Computer Science, Hardware & Architecture",,Psychology,1
Neurosciences,Engineering,Computer science,1
Metallurgy & Metallurgical Engineering,Engineering;Information and Computing Sciences,Computer science,1
,Engineering;Mathematical Sciences,Geography,1
"Computer Science, Artificial Intelligence",Economics,Materials science,1
"Computer Science, Cybernetics",Mathematical Sciences,Mathematics,1
Oncology,Engineering,Mathematics,1
Biophysics,Physical Sciences,Physics,1
"Physics, Mathematical",Physical Sciences,Physics,1
"Physics, Condensed Matter",Physical Sciences,Chemistry,1
"Engineering, Civil",Information and Computing Sciences;Mathematical Sciences,Computer science,1
"Computer Science, Artificial Intelligence",Earth Sciences;Engineering,Computer science,1
Urology & Nephrology,,Biology,1
Surgery,Information and Computing Sciences,Computer science,1
Psychiatry,Information and Computing Sciences,Psychology,1
Surgery,Medical and Health Sciences,Computer science,1
Language & Linguistics,,Biology,1
"Computer Science, Theory & Methods",Physical Sciences,,1
"Dentistry, Oral Surgery & Medicine",Medical and Health Sciences,Medicine,1
Education & Educational Research,Economics,Psychology,1
Spectroscopy,Engineering;Information and Computing Sciences,Computer science,1
"Engineering, Electrical & Electronic",Information and Computing Sciences;Medical and Health Sciences,Physics,1
Biophysics,Biological Sciences,Materials science,1
"Education, Scientific Disciplines",Engineering;Information and Computing Sciences,Computer science,1
"Computer Science, Theory & Methods",Economics,Economics,1
Neurosciences,Information and Computing Sciences;Medical and Health Sciences,Psychology,1
"Computer Science, Interdisciplinary Applications",Engineering;Information and Computing Sciences,Materials science,1
"Geosciences, Multidisciplinary",Physical Sciences,Mathematics,1
Integrative & Complementary Medicine,Biological Sciences,Medicine,1
"Hospitality, Leisure, Sport & Tourism",,Geography,1
Audiology & Speech-Language Pathology,,Mathematics,1
Education & Educational Research,Economics,Geography,1
"Chemistry, Multidisciplinary",Biological Sciences;Physical Sciences,Materials science,1
"Engineering, Geological",Information and Computing Sciences,Geography,1
"Psychology, Experimental",Medical and Health Sciences,Psychology,1
"Education, Scientific Disciplines",Biological Sciences,Medicine,1
"Psychology, Multidisciplinary",,Philosophy,1
Telecommunications,Engineering;Information and Computing Sciences;Technology,Mathematics,1
Microscopy,Information and Computing Sciences,Materials science,1
Education & Educational Research,Technology,Engineering,1
Education & Educational Research,,Chemistry; Computer science,1
Mathematical & Computational Biology,Mathematical Sciences,Medicine,1
Neurosciences,Biological Sciences;Medical and Health Sciences,Chemistry,1
,Earth Sciences;Engineering,Physics,1
Anthropology,,Psychology,1
"Computer Science, Theory & Methods",Information and Computing Sciences,History,1
"Engineering, Multidisciplinary",,Biology,1
"Engineering, Mechanical",Mathematical Sciences,Materials science,1
"Physics, Multidisciplinary",Engineering,Materials science,1
Telecommunications,Engineering;Information and Computing Sciences;Mathematical Sciences;Technology,Computer science,1
Nanoscience & Nanotechnology,Medical and Health Sciences,,1
Oncology,Mathematical Sciences,Biology,1
Mining & Mineral Processing,Engineering,Engineering,1
"Medicine, Research & Experimental",Biological Sciences,Materials science,1
"Engineering, Biomedical",Information and Computing Sciences;Medical and Health Sciences,Engineering,1
Anthropology,,Biology,1
"Psychology, Multidisciplinary",Information and Computing Sciences,Sociology,1
Family Studies,Economics,Computer science,1
"Social Sciences, Interdisciplinary",Mathematical Sciences,Psychology,1
Automation & Control Systems,Engineering;Mathematical Sciences;Technology,Computer science,1
"Medicine, General & Internal",,Computer science,1
Energy & Fuels,Mathematical Sciences,Physics,1
Gastroenterology & Hepatology,Physical Sciences,Medicine,1
"Geography, Physical",Biological Sciences,Geology,1
Health Care Sciences & Services,Economics,Computer science,1
"Humanities, Multidisciplinary",Biological Sciences,Psychology,1
Environmental Sciences,Biological Sciences;Earth Sciences,Economics,1
Mining & Mineral Processing,Engineering;Information and Computing Sciences,Engineering,1
"Materials Science, Multidisciplinary",Technology,Physics,1
Mathematical & Computational Biology,Medical and Health Sciences,Medicine,1
Acoustics,Information and Computing Sciences;Mathematical Sciences;Technology,Computer science,1
"Engineering, Electrical & Electronic",Information and Computing Sciences;Technology,Mathematics,1
Biotechnology & Applied Microbiology,Information and Computing Sciences,Chemistry,1
Cell Biology,Biological Sciences;Information and Computing Sciences;Mathematical Sciences,Biology,1
"Medicine, Legal",Biological Sciences,Computer science,1
Polymer Science,Information and Computing Sciences,Materials science,1
Neuroimaging,Medical and Health Sciences,Computer science,1
Surgery,Mathematical Sciences,Medicine,1
Multidisciplinary Sciences,Engineering;Medical and Health Sciences,Physics,1
"Agriculture, Multidisciplinary",,Business,1
Nanoscience & Nanotechnology,Engineering;Information and Computing Sciences;Physical Sciences,Materials science,1
Biochemical Research Methods,Biological Sciences,Engineering,1
Multidisciplinary Sciences,Engineering,Geography,1
"Chemistry, Analytical",Information and Computing Sciences,Computer science,1
Environmental Sciences,Earth Sciences;Engineering,Computer science,1
"Engineering, Biomedical",Engineering;Technology,Chemistry,1
"Medicine, General & Internal",Biological Sciences,Medicine,1
Forestry,Biological Sciences;Technology,Biology,1
"Chemistry, Multidisciplinary",Physical Sciences,Mathematics,1
Biology,Physical Sciences,Chemistry,1
"Psychology, Experimental",,Engineering,1
"Chemistry, Multidisciplinary",Biological Sciences;Medical and Health Sciences,Materials science,1
"Engineering, Civil",Earth Sciences,Economics,1
Biology,Engineering,Computer science,1
Optics,Mathematical Sciences,Engineering,1
Nanoscience & Nanotechnology,Engineering,Biology,1
Urology & Nephrology,Information and Computing Sciences,Sociology,1
"Engineering, Electrical & Electronic",Engineering;Information and Computing Sciences;Mathematical Sciences,Computer science,1
"Engineering, Multidisciplinary",Engineering;Mathematical Sciences,Physics,1
"Psychology, Applied",,Business,1
Multidisciplinary Sciences,Information and Computing Sciences;Medical and Health Sciences,Chemistry,1
Environmental Sciences,Earth Sciences,Engineering,1
Robotics,,Engineering,1
Mathematical & Computational Biology,Engineering,Engineering,1
Education & Educational Research,,Engineering; Materials science,1
"Computer Science, Theory & Methods",Earth Sciences,,1
"Engineering, Marine",Engineering,Materials science,1
Medical Informatics,Engineering,Computer science,1
"Engineering, Electrical & Electronic",,Economics,1
"Engineering, Multidisciplinary",Information and Computing Sciences;Mathematical Sciences,Materials science,1
"Computer Science, Hardware & Architecture",Biological Sciences,Mathematics,1
Language & Linguistics,,Philosophy,1
"Business, Finance",Economics;Mathematical Sciences,Economics,1
Nuclear Science & Technology,,Computer science,1
"Computer Science, Interdisciplinary Applications",Mathematical Sciences;Technology,Computer science,1
Cell & Tissue Engineering,Engineering,Materials science,1
Biotechnology & Applied Microbiology,Biological Sciences;Information and Computing Sciences,,1
"Engineering, Industrial",Biological Sciences,Engineering,1
,Engineering;Information and Computing Sciences;Physical Sciences;Technology,,1
Multidisciplinary Sciences,Mathematical Sciences,Chemistry,1
Green & Sustainable Science & Technology,Engineering,Environmental science,1
Cell Biology,Physical Sciences,Biology,1
Automation & Control Systems,Information and Computing Sciences;Mathematical Sciences;Technology,Computer science,1
"Geosciences, Multidisciplinary",Technology,Computer science,1
"Engineering, Biomedical",Mathematical Sciences;Medical and Health Sciences,Computer science,1
Automation & Control Systems,Earth Sciences,Geology,1
Psychiatry,Medical and Health Sciences,Engineering,1
,,Geology; Physics,1
"Engineering, Aerospace",Mathematical Sciences,,1
Nuclear Science & Technology,Engineering,Computer science,1
,Engineering;Mathematical Sciences,Environmental science,1
"Engineering, Electrical & Electronic",Engineering;Information and Computing Sciences,Environmental science,1
"Social Sciences, Interdisciplinary",Engineering,Geography,1
"Computer Science, Information Systems",Engineering;Information and Computing Sciences,Materials science,1
Marine & Freshwater Biology,Biological Sciences,,1
Medieval & Renaissance Studies,,Art,1
Astronomy & Astrophysics,,Engineering,1
"Psychology, Educational",,Political science,1
"Computer Science, Software Engineering",Engineering;Information and Computing Sciences,Computer science,1
Agricultural Engineering,Biological Sciences;Information and Computing Sciences,Engineering,1
,Earth Sciences;Engineering;Physical Sciences,Computer science,1
"Physics, Mathematical",,Computer science,1
Area Studies,,Geography; Political science,1
"Computer Science, Hardware & Architecture",Physical Sciences,Materials science,1
Instruments & Instrumentation,Technology,Computer science,1
Economics,Information and Computing Sciences;Mathematical Sciences,Economics,1
Geography,,Geography; Geology,1
Economics,,Geography,1
"Engineering, Electrical & Electronic",Earth Sciences;Information and Computing Sciences,Environmental science,1
,Engineering;Information and Computing Sciences;Physical Sciences,Engineering,1
Agricultural Economics & Policy,Biological Sciences,Biology,1
"Physics, Applied",Engineering,Medicine,1
"Education, Scientific Disciplines",,Computer science; Physics,1
Pathology,Information and Computing Sciences,,1
Astronomy & Astrophysics,Information and Computing Sciences;Physical Sciences,Mathematics,1
"Engineering, Electrical & Electronic",Mathematical Sciences;Technology,Engineering,1
"Computer Science, Cybernetics",,Geography,1
Biochemistry & Molecular Biology,Technology,Biology,1
,Biological Sciences;Engineering,Biology,1
,Engineering;Information and Computing Sciences;Technology,Medicine,1
Meteorology & Atmospheric Sciences,Information and Computing Sciences,Environmental science,1
"Engineering, Multidisciplinary",Mathematical Sciences,Chemistry,1
Imaging Science & Photographic Technology,Biological Sciences,Computer science,1
Optics,Engineering;Information and Computing Sciences;Physical Sciences,,1
,Engineering;Medical and Health Sciences,Biology,1
"Computer Science, Artificial Intelligence",Information and Computing Sciences,Biology,1
Thermodynamics,,Environmental science,1
Physiology,Medical and Health Sciences,Mathematics,1
"Materials Science, Multidisciplinary",Engineering;Physical Sciences;Technology,,1
"Chemistry, Inorganic & Nuclear",Engineering,,1
,Engineering;Information and Computing Sciences;Physical Sciences,Mathematics,1
Cell & Tissue Engineering,Biological Sciences,Computer science,1
"Computer Science, Hardware & Architecture",,Environmental science,1
Mining & Mineral Processing,,Geology,1
"Engineering, Marine",Engineering;Information and Computing Sciences;Technology,Engineering,1
"Engineering, Electrical & Electronic",Engineering;Information and Computing Sciences;Technology,,1
"Mathematics, Interdisciplinary Applications",Earth Sciences;Mathematical Sciences,Environmental science,1
"Physics, Particles & Fields",Information and Computing Sciences,Computer science,1
Environmental Sciences,Engineering;Information and Computing Sciences,,1
"Engineering, Aerospace",,Geology,1
"Radiology, Nuclear Medicine & Medical Imaging",Information and Computing Sciences;Physical Sciences,,1
"Computer Science, Theory & Methods",Medical and Health Sciences,Medicine,1
Communication,,Engineering,1
Green & Sustainable Science & Technology,Mathematical Sciences,Mathematics,1
"Materials Science, Multidisciplinary",Engineering;Mathematical Sciences,Computer science,1
History & Philosophy Of Science,Information and Computing Sciences,Physics,1
Automation & Control Systems,,Business,1
Crystallography,Information and Computing Sciences,Engineering,1
Acoustics,Engineering;Mathematical Sciences,Mathematics,1
Environmental Sciences,Earth Sciences;Engineering;Mathematical Sciences,Mathematics,1
Biophysics,Information and Computing Sciences,Materials science,1
Biochemistry & Molecular Biology,Biological Sciences,Physics,1
"Engineering, Multidisciplinary",Economics,Mathematics,1
Green & Sustainable Science & Technology,Information and Computing Sciences,Chemistry,1
"Engineering, Biomedical",Biological Sciences;Information and Computing Sciences,,1
,Engineering;Mathematical Sciences;Technology,Engineering,1
"Physics, Applied",Information and Computing Sciences,Chemistry,1
"Dentistry, Oral Surgery & Medicine",Engineering,Physics,1
Virology,Medical and Health Sciences,Biology,1
"Computer Science, Theory & Methods",Engineering;Mathematical Sciences;Technology,Computer science,1
"Materials Science, Biomaterials",,Medicine,1
Behavioral Sciences,Information and Computing Sciences,Psychology,1
"Computer Science, Artificial Intelligence",Information and Computing Sciences,Geology,1
Energy & Fuels,Medical and Health Sciences,Chemistry,1
Economics,Information and Computing Sciences;Mathematical Sciences,Computer science,1
"Chemistry, Analytical",Information and Computing Sciences,Biology,1
Biochemical Research Methods,Biological Sciences;Information and Computing Sciences;Mathematical Sciences,Biology,1
"Education, Scientific Disciplines",Information and Computing Sciences,Materials science,1
Hematology,Biological Sciences,Computer science,1
Health Care Sciences & Services,Economics,Mathematics,1
Electrochemistry,Information and Computing Sciences,Materials science,1
Meteorology & Atmospheric Sciences,Biological Sciences,Geology,1
"Chemistry, Analytical",,Materials science,1
Forestry,,Chemistry,1
"Engineering, Marine",Information and Computing Sciences;Mathematical Sciences,Engineering,1
"Computer Science, Information Systems",Economics;Information and Computing Sciences;Mathematical Sciences,Computer science,1
Biophysics,Engineering,Engineering; Physics,1
Oceanography,Engineering,Biology,1
"Chemistry, Analytical",Mathematical Sciences,Mathematics,1
Economics,Economics;Information and Computing Sciences,Business,1
Crystallography,Mathematical Sciences;Physical Sciences,Chemistry,1
Transportation,Engineering,Computer science,1
Clinical Neurology,Mathematical Sciences,Medicine,1
Nuclear Science & Technology,,Medicine,1
Water Resources,Economics,Geology,1
"Engineering, Biomedical",Engineering;Information and Computing Sciences;Medical and Health Sciences,Computer science,1
Management,Information and Computing Sciences,Political science,1
Multidisciplinary Sciences,Economics;Mathematical Sciences,Medicine,1
Microscopy,Information and Computing Sciences,Economics,1
Construction & Building Technology,Information and Computing Sciences,Chemistry,1
Transportation Science & Technology,Information and Computing Sciences,Business,1
Biochemical Research Methods,Engineering;Physical Sciences;Technology,Materials science,1
"Radiology, Nuclear Medicine & Medical Imaging",Economics,Computer science,1
"Engineering, Multidisciplinary",Technology,Computer science,1
Pharmacology & Pharmacy,Mathematical Sciences,Chemistry,1
"Engineering, Multidisciplinary",Information and Computing Sciences,Physics,1
"Computer Science, Information Systems",Information and Computing Sciences;Technology,Mathematics,1
Biotechnology & Applied Microbiology,,Biology; Sociology,1
Geochemistry & Geophysics,Earth Sciences;Mathematical Sciences,Mathematics,1
"Materials Science, Multidisciplinary",Engineering;Physical Sciences;Technology,Materials science,1
Agricultural Engineering,Information and Computing Sciences,Economics,1
Law,Information and Computing Sciences,Geography,1
"Engineering, Electrical & Electronic",Biological Sciences;Mathematical Sciences,Computer science,1
Biochemical Research Methods,Biological Sciences;Physical Sciences,Chemistry,1
Agricultural Economics & Policy,Economics,Economics,1
Water Resources,Economics;Information and Computing Sciences,Geology,1
"Business, Finance",Mathematical Sciences,Economics,1
Instruments & Instrumentation,Engineering;Physical Sciences;Technology,Engineering,1
"Medicine, Research & Experimental",Engineering,Medicine,1
"Geosciences, Multidisciplinary",Engineering;Mathematical Sciences,Geology,1
"Radiology, Nuclear Medicine & Medical Imaging",Engineering;Medical and Health Sciences,Medicine,1
"Geosciences, Multidisciplinary",Engineering,Engineering,1
"Computer Science, Artificial Intelligence",Information and Computing Sciences;Medical and Health Sciences,Mathematics,1
"Chemistry, Medicinal",Information and Computing Sciences,Chemistry; Materials science,1
Biochemical Research Methods,Biological Sciences;Information and Computing Sciences;Physical Sciences,Biology,1
"Geography, Physical",Engineering;Information and Computing Sciences;Mathematical Sciences,Geography,1
Mining & Mineral Processing,Engineering,Materials science,1
Infectious Diseases,Information and Computing Sciences,Biology,1
Rheumatology,Biological Sciences,Medicine,1
Thermodynamics,Economics;Information and Computing Sciences,Engineering,1
Obstetrics & Gynecology,Medical and Health Sciences,Biology,1
Mechanics,Engineering;Information and Computing Sciences,Materials science,1
Astronomy & Astrophysics,Earth Sciences;Physical Sciences,Chemistry; Physics,1
Cell Biology,Biological Sciences;Information and Computing Sciences;Physical Sciences,Biology,1
Biophysics,Medical and Health Sciences,Chemistry,1
"Radiology, Nuclear Medicine & Medical Imaging",Information and Computing Sciences;Physical Sciences,Physics,1
Water Resources,,Mathematics,1
"Radiology, Nuclear Medicine & Medical Imaging",Information and Computing Sciences;Physical Sciences,Medicine,1
Education & Educational Research,Medical and Health Sciences,Psychology,1
Anatomy & Morphology,Engineering,Medicine,1
"Physics, Fluids & Plasmas",,Psychology,1
Multidisciplinary Sciences,Information and Computing Sciences;Medical and Health Sciences;Technology,Computer science,1
Biochemistry & Molecular Biology,Mathematical Sciences,Medicine,1
,Economics,Biology,1
Fisheries,Biological Sciences,,1
Mechanics,Information and Computing Sciences,,1
Philosophy,,Engineering,1
Cell Biology,Biological Sciences;Medical and Health Sciences,Medicine,1
Food Science & Technology,,Engineering,1
"Materials Science, Multidisciplinary",Information and Computing Sciences;Technology,Materials science,1
"Computer Science, Information Systems",Earth Sciences,Computer science,1
,Engineering;Information and Computing Sciences;Mathematical Sciences,Physics,1
Acoustics,Mathematical Sciences,,1
"Computer Science, Artificial Intelligence",Engineering;Information and Computing Sciences,Medicine,1
"Engineering, Biomedical",Engineering;Information and Computing Sciences;Technology,Computer science,1
"Chemistry, Physical",Physical Sciences,,1
Biotechnology & Applied Microbiology,Medical and Health Sciences,Chemistry,1
Cardiac & Cardiovascular Systems,Information and Computing Sciences,,1
,Biological Sciences;Information and Computing Sciences,Chemistry,1
Environmental Studies,Economics;Information and Computing Sciences,Economics,1
"Materials Science, Biomaterials",,Computer science,1
